task_id,model_cost,init_name,shape,dtype,num_elements,nbytes,init_class,is_permutation,is_row_bank,is_interval_table,is_mask_bank,is_template_bank,is_transform_bank,is_one_hot,one_hot_ratio,num_unique,value_range,sparsity,consumer_ops,downstream_chain,can_be_gather,can_be_formula,can_be_small_conv,decompilation_notes
task396,110040,row_bank_12,143,int64,143,1144,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0839,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_12,143,int64,143,1144,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0839,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_16,141,int64,141,1128,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0922,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_16,141,int64,141,1128,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.078,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_9,139,int64,139,1112,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0791,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_9,139,int64,139,1112,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0935,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_20,139,int64,139,1112,interval_sequence,False,False,True,False,False,False,False,0.0,10,"[0,9]",0.1007,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_20,139,int64,139,1112,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0719,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_21,138,int64,138,1104,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0942,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_21,138,int64,138,1104,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0797,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_13,133,int64,133,1064,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0827,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_13,133,int64,133,1064,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0977,Gather,Gather→Concat→Gather→Add,False,True,False,
task277,29850,onnx::Conv_464,11x1x4x6,float32,264,1056,unknown,False,False,False,False,False,False,False,0.0,3,"[-1.0,1.0]",0.1667,Conv,Conv→Greater→Cast→ReduceSum→Mul→Mul,False,False,False,
task396,110040,row_bank_18,132,int64,132,1056,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0833,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_18,132,int64,132,1056,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0909,Gather,Gather→Concat→Gather→Add,False,True,False,
task290,35612,row_bank_1,130,int64,130,1040,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0923,Gather,Gather→Concat→Gather→Add,False,True,False,
task290,35612,col_bank_1,130,int64,130,1040,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0846,Gather,Gather→Concat→Gather→Add,False,True,False,
task133,1406822,fill_border_counts_3_weight,10x1x5x5,float32,250,1000,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.36,Conv,Conv→Greater→Where→Mul→Mul→Mul→Mul→Mul→Mul→Mul,False,False,False,
